"y","x","color_pal","title","year","artist","acuisition.year","medium","image_nail","accession_number"
1850,49,"#EFE9DD","Study of Hands",1859,"Mulready, William",1997,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09106_8.jpg","T09106"
1850,50,"#F0E8DC","Study of Hands",1859,"Mulready, William",1997,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09106_8.jpg","T09106"
1850,51,"#BFAB98","Study of Hands",1859,"Mulready, William",1997,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09106_8.jpg","T09106"
1850,52,"#433B38","The Plains of Heaven",1851,"Martin, John",1974,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01928_8.jpg","T01928"
1850,53,"#D0CED0","The Plains of Heaven",1851,"Martin, John",1974,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01928_8.jpg","T01928"
1850,54,"#868CA1","The Plains of Heaven",1851,"Martin, John",1974,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01928_8.jpg","T01928"
1850,55,"#542D23","Chaucer at the Court of Edward III",1856,"Brown, Ford Madox",1906,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02063_8.jpg","N02063"
1850,56,"#D6AD7E","Chaucer at the Court of Edward III",1856,"Brown, Ford Madox",1906,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02063_8.jpg","N02063"
1850,57,"#A46337","Chaucer at the Court of Edward III",1856,"Brown, Ford Madox",1906,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02063_8.jpg","N02063"
1850,58,"#776C5B","‘Take your Son, Sir’",1851,"Brown, Ford Madox",1929,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04429_8.jpg","N04429"
1850,59,"#D3C9B4","‘Take your Son, Sir’",1851,"Brown, Ford Madox",1929,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04429_8.jpg","N04429"
1850,60,"#CDC4B0","‘Take your Son, Sir’",1851,"Brown, Ford Madox",1929,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04429_8.jpg","N04429"
1860,1,"#7E7A71","The Lent Jewels, engraved by the Dalziel Brothers",1862,"Hunt, William Holman",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04124_8.jpg","N04124"
1860,2,"#D5D0C3","The Lent Jewels, engraved by the Dalziel Brothers",1862,"Hunt, William Holman",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04124_8.jpg","N04124"
1860,3,"#C5C0B4","The Lent Jewels, engraved by the Dalziel Brothers",1862,"Hunt, William Holman",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04124_8.jpg","N04124"
1860,4,"#605E57","Summer Snow, engraved by the Dalziel Brothers",1863,"Burne-Jones, Sir Edward Coley, Bt",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04047_8.jpg","N04047"
1860,5,"#9E9C91","Summer Snow, engraved by the Dalziel Brothers",1863,"Burne-Jones, Sir Edward Coley, Bt",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04047_8.jpg","N04047"
1860,6,"#E6E1D4","Summer Snow, engraved by the Dalziel Brothers",1863,"Burne-Jones, Sir Edward Coley, Bt",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04047_8.jpg","N04047"
1860,7,"#3D3935","The Foolish Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00802_8.jpg","A00802"
1860,8,"#EDE8E1","The Foolish Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00802_8.jpg","A00802"
1860,9,"#A49F98","The Foolish Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00802_8.jpg","A00802"
1860,10,"#D4D2C2","Study of the Head of Tristram for ‘The Madness of Sir Tristram’",1862,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00078_8.jpg","A00078"
1860,11,"#BFBDAD","Study of the Head of Tristram for ‘The Madness of Sir Tristram’",1862,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00078_8.jpg","A00078"
1860,12,"#E1E0CF","Study of the Head of Tristram for ‘The Madness of Sir Tristram’",1862,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00078_8.jpg","A00078"
1860,13,"#5F5A55","Rain, engraved by the Brothers Dalziel",1867,"Walker, Frederick",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04027_8.jpg","N04027"
1860,14,"#A19A92","Rain, engraved by the Brothers Dalziel",1867,"Walker, Frederick",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04027_8.jpg","N04027"
1860,15,"#DFD9D1","Rain, engraved by the Brothers Dalziel",1867,"Walker, Frederick",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04027_8.jpg","N04027"
1860,16,"#D3C2A2","Study of a Kneeling Boy Bending a Bow, for Dorchester House",1860,"Stevens, Alfred",1923,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N03/N03774_8.jpg","N03774"
1860,17,"#C7A884","Study of a Kneeling Boy Bending a Bow, for Dorchester House",1860,"Stevens, Alfred",1923,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N03/N03774_8.jpg","N03774"
1860,18,"#E2C4A0","Study of a Kneeling Boy Bending a Bow, for Dorchester House",1860,"Stevens, Alfred",1923,"Chalk on paper","http://www.tate.org.uk/art/images/work/N/N03/N03774_8.jpg","N03774"
1860,19,"#836A4A","Lieder ohne Worte",1861,"Leighton, Lord Frederic",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03053_8.jpg","T03053"
1860,20,"#C9AB76","Lieder ohne Worte",1861,"Leighton, Lord Frederic",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03053_8.jpg","T03053"
1860,21,"#DBC9A7","Lieder ohne Worte",1861,"Leighton, Lord Frederic",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03053_8.jpg","T03053"
1860,22,"#655D54","The Wise Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00794_8.jpg","A00794"
1860,23,"#E0D8CC","The Wise Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00794_8.jpg","A00794"
1860,24,"#A1988D","The Wise Virgins",1864,"Millais, Sir John Everett, Bt",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00794_8.jpg","A00794"
1860,25,"#553739","Mother and Children Reading",1860,"Houghton, Arthur Boyd",1926,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04151_8.jpg","N04151"
1860,26,"#9D695A","Mother and Children Reading",1860,"Houghton, Arthur Boyd",1926,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04151_8.jpg","N04151"
1860,27,"#D4AE99","Mother and Children Reading",1860,"Houghton, Arthur Boyd",1926,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04151_8.jpg","N04151"
1860,28,"#8F724E","The Angel Announcing the Birth of Our Lord to the Shepherds",1860,"Stevens, Alfred",1905,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N01/N01957_8.jpg","N01957"
1860,29,"#997950","The Angel Announcing the Birth of Our Lord to the Shepherds",1860,"Stevens, Alfred",1905,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N01/N01957_8.jpg","N01957"
1860,30,"#CDAD80","The Angel Announcing the Birth of Our Lord to the Shepherds",1860,"Stevens, Alfred",1905,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N01/N01957_8.jpg","N01957"
1860,31,"#5B4336","Clerk Saunders",1861,"Burne-Jones, Sir Edward Coley, Bt",1927,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N04/N04390_8.jpg","N04390"
1860,32,"#9C765C","Clerk Saunders",1861,"Burne-Jones, Sir Edward Coley, Bt",1927,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N04/N04390_8.jpg","N04390"
1860,33,"#D2A275","Clerk Saunders",1861,"Burne-Jones, Sir Edward Coley, Bt",1927,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N04/N04390_8.jpg","N04390"
1860,34,"#9D7E56","A Garden",1869,"Moore, Albert",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03064_8.jpg","T03064"
1860,35,"#C4A681","A Garden",1869,"Moore, Albert",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03064_8.jpg","T03064"
1860,36,"#D3C7C2","A Garden",1869,"Moore, Albert",1980,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03064_8.jpg","T03064"
1860,37,"#4D4B44","Child Among the Rocks, engraved by the Dalziel Brothers",1865,"Houghton, Arthur Boyd",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04019_8.jpg","N04019"
1860,38,"#A19E93","Child Among the Rocks, engraved by the Dalziel Brothers",1865,"Houghton, Arthur Boyd",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04019_8.jpg","N04019"
1860,39,"#D8D3C6","Child Among the Rocks, engraved by the Dalziel Brothers",1865,"Houghton, Arthur Boyd",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04019_8.jpg","N04019"
1860,40,"#B8AFA6","Composition Study for ‘Ezekiel and the Boiling Pot’",1860,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A01/A01164_8.jpg","A01164"
1860,41,"#C9C0B6","Composition Study for ‘Ezekiel and the Boiling Pot’",1860,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A01/A01164_8.jpg","A01164"
1860,42,"#C0B7AD","Composition Study for ‘Ezekiel and the Boiling Pot’",1860,"Burne-Jones, Sir Edward Coley, Bt",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A01/A01164_8.jpg","A01164"
1860,43,"#A39A86","S. Maria Marinasco",1860,"Lear, Edward",1910,"Graphite, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/N/N02/N02754_8.jpg","N02754"
1860,44,"#CFC3AC","S. Maria Marinasco",1860,"Lear, Edward",1910,"Graphite, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/N/N02/N02754_8.jpg","N02754"
1860,45,"#C4B59A","S. Maria Marinasco",1860,"Lear, Edward",1910,"Graphite, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/N/N02/N02754_8.jpg","N02754"
1860,46,"#645D55","The Little Mourner, engraved by the Dalziel Brothers",1862,"Sandys, Frederick",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04126_8.jpg","N04126"
1860,47,"#A3998F","The Little Mourner, engraved by the Dalziel Brothers",1862,"Sandys, Frederick",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04126_8.jpg","N04126"
1860,48,"#DBD1C4","The Little Mourner, engraved by the Dalziel Brothers",1862,"Sandys, Frederick",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04126_8.jpg","N04126"
1860,49,"#929488","Fanny Kemble: A Study for ‘Jezebel and Ahab’",1862,"Leighton, Lord Frederic",1996,"Chalk on paper","http://www.tate.org.uk/art/images/work/T/T08/T08208_8.jpg","T08208"
1860,50,"#909185","Fanny Kemble: A Study for ‘Jezebel and Ahab’",1862,"Leighton, Lord Frederic",1996,"Chalk on paper","http://www.tate.org.uk/art/images/work/T/T08/T08208_8.jpg","T08208"
1860,51,"#DDD4C5","Fanny Kemble: A Study for ‘Jezebel and Ahab’",1862,"Leighton, Lord Frederic",1996,"Chalk on paper","http://www.tate.org.uk/art/images/work/T/T08/T08208_8.jpg","T08208"
1860,52,"#879381","A Man Digging on the Shore",1862,"Inchbold, John William",1997,"Graphite, watercolour and gouache on paper","http://www.tate.org.uk/art/images/work/T/T09/T09030_8.jpg","T09030"
1860,53,"#A7986A","A Man Digging on the Shore",1862,"Inchbold, John William",1997,"Graphite, watercolour and gouache on paper","http://www.tate.org.uk/art/images/work/T/T09/T09030_8.jpg","T09030"
1860,54,"#E0DCCC","A Man Digging on the Shore",1862,"Inchbold, John William",1997,"Graphite, watercolour and gouache on paper","http://www.tate.org.uk/art/images/work/T/T09/T09030_8.jpg","T09030"
1860,55,"#59564D","Moses and Aaron before Pharoah",1863,"Poynter, Sir Edward",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00827_8.jpg","A00827"
1860,56,"#A49F92","Moses and Aaron before Pharoah",1863,"Poynter, Sir Edward",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00827_8.jpg","A00827"
1860,57,"#C7C2B4","Moses and Aaron before Pharoah",1863,"Poynter, Sir Edward",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00827_8.jpg","A00827"
1860,58,"#4F602C","Refreshment",1864,"Walker, Frederick",1910,"Gouache on paper","http://www.tate.org.uk/art/images/work/N/N02/N02687_8.jpg","N02687"
1860,59,"#8E965F","Refreshment",1864,"Walker, Frederick",1910,"Gouache on paper","http://www.tate.org.uk/art/images/work/N/N02/N02687_8.jpg","N02687"
1860,60,"#DBD3BF","Refreshment",1864,"Walker, Frederick",1910,"Gouache on paper","http://www.tate.org.uk/art/images/work/N/N02/N02687_8.jpg","N02687"
1870,1,"#89644C","The Boyhood of Raleigh",1870,"Millais, Sir John Everett, Bt",1900,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01691_8.jpg","N01691"
1870,2,"#D4CFD5","The Boyhood of Raleigh",1870,"Millais, Sir John Everett, Bt",1900,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01691_8.jpg","N01691"
1870,3,"#CA9D76","The Boyhood of Raleigh",1870,"Millais, Sir John Everett, Bt",1900,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01691_8.jpg","N01691"
1870,4,"#473228","Mrs Bischoffsheim",1873,"Millais, Sir John Everett, Bt",1944,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05572_8.jpg","N05572"
1870,5,"#A3773E","Mrs Bischoffsheim",1873,"Millais, Sir John Everett, Bt",1944,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05572_8.jpg","N05572"
1870,6,"#CB9547","Mrs Bischoffsheim",1873,"Millais, Sir John Everett, Bt",1944,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05572_8.jpg","N05572"
1870,7,"#443123","A Country Cricket Match",1878,"Reid, John Robertson",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01557_8.jpg","N01557"
1870,8,"#A35A3D","A Country Cricket Match",1878,"Reid, John Robertson",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01557_8.jpg","N01557"
1870,9,"#CE673E","A Country Cricket Match",1878,"Reid, John Robertson",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01557_8.jpg","N01557"
1870,10,"#EBE8DB","Study of Medusa for ‘The Death of Medusa’",1877,"Burne-Jones, Sir Edward Coley, Bt",1924,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N03/N03983_8.jpg","N03983"
1870,11,"#DCD9CB","Study of Medusa for ‘The Death of Medusa’",1877,"Burne-Jones, Sir Edward Coley, Bt",1924,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N03/N03983_8.jpg","N03983"
1870,12,"#C9C6B8","Study of Medusa for ‘The Death of Medusa’",1877,"Burne-Jones, Sir Edward Coley, Bt",1924,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N03/N03983_8.jpg","N03983"
1870,13,"#453E2D","Miss Martineau’s Garden",1873,"Sant, James",1922,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N03/N03671_8.jpg","N03671"
1870,14,"#9B8E74","Miss Martineau’s Garden",1873,"Sant, James",1922,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N03/N03671_8.jpg","N03671"
1870,15,"#C2AD91","Miss Martineau’s Garden",1873,"Sant, James",1922,"Oil paint on board","http://www.tate.org.uk/art/images/work/N/N03/N03671_8.jpg","N03671"
1870,16,"#F1E7D6","The Court of Death",1870,"Watts, George Frederic",1902,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01894_8.jpg","N01894"
1870,17,"#E8DDCB","The Court of Death",1870,"Watts, George Frederic",1902,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01894_8.jpg","N01894"
1870,18,"#DCD1C2","The Court of Death",1870,"Watts, George Frederic",1902,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01894_8.jpg","N01894"
1870,19,"#686257","Market Day at Old Maran Hall",1871,"Dalziel, Edward Gurden",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04129_8.jpg","N04129"
1870,20,"#A29A8C","Market Day at Old Maran Hall",1871,"Dalziel, Edward Gurden",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04129_8.jpg","N04129"
1870,21,"#D3CBBB","Market Day at Old Maran Hall",1871,"Dalziel, Edward Gurden",1925,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/N/N04/N04129_8.jpg","N04129"
1870,22,"#4D3C29","St Alban",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00074_8.jpg","A00074"
1870,23,"#A39275","St Alban",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00074_8.jpg","A00074"
1870,24,"#CBBFA8","St Alban",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00074_8.jpg","A00074"
1870,25,"#C2B69A","Arkwright’s Mill",1878,"Brown, Ford Madox",1898,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N02/N02413_8.jpg","N02413"
1870,26,"#A79C84","Arkwright’s Mill",1878,"Brown, Ford Madox",1898,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N02/N02413_8.jpg","N02413"
1870,27,"#D1C8B2","Arkwright’s Mill",1878,"Brown, Ford Madox",1898,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N02/N02413_8.jpg","N02413"
1870,28,"#625D54","Study of a Girl in a Mob Cap",1872,"Tissot, James",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N04/N04293_8.jpg","N04293"
1870,29,"#A0998D","Study of a Girl in a Mob Cap",1872,"Tissot, James",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N04/N04293_8.jpg","N04293"
1870,30,"#EAE5D9","Study of a Girl in a Mob Cap",1872,"Tissot, James",1927,"Graphite on paper","http://www.tate.org.uk/art/images/work/N/N04/N04293_8.jpg","N04293"
1870,31,"#574D3E","The North-West Passage",1874,"Millais, Sir John Everett, Bt",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01509_8.jpg","N01509"
1870,32,"#A08F7F","The North-West Passage",1874,"Millais, Sir John Everett, Bt",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01509_8.jpg","N01509"
1870,33,"#CDBFB3","The North-West Passage",1874,"Millais, Sir John Everett, Bt",1894,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01509_8.jpg","N01509"
1870,34,"#E5DECD","Study of a Woman’s Head",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00057_8.jpg","A00057"
1870,35,"#C5BDAB","Study of a Woman’s Head",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00057_8.jpg","A00057"
1870,36,"#E5DECC","Study of a Woman’s Head",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00057_8.jpg","A00057"
1870,37,"#4E463A","Portsmouth Dockyard",1877,"Tissot, James",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05302_8.jpg","N05302"
1870,38,"#A09279","Portsmouth Dockyard",1877,"Tissot, James",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05302_8.jpg","N05302"
1870,39,"#C3B399","Portsmouth Dockyard",1877,"Tissot, James",1941,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05302_8.jpg","N05302"
1870,40,"#2E2918","St Boniface",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00077_8.jpg","A00077"
1870,41,"#A28D62","St Boniface",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00077_8.jpg","A00077"
1870,42,"#D0A777","St Boniface",1875,"Burne-Jones, Sir Edward Coley, Bt",1927,"Charcoal and graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00077_8.jpg","A00077"
1870,43,"#9C978D","A Sleeping Girl",1875,"Moore, Albert",1986,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T04/T04877_8.jpg","T04877"
1870,44,"#686769","A Sleeping Girl",1875,"Moore, Albert",1986,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T04/T04877_8.jpg","T04877"
1870,45,"#C5BCB0","A Sleeping Girl",1875,"Moore, Albert",1986,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T04/T04877_8.jpg","T04877"
1870,46,"#E5E5DC","Study of a Female Head for ‘The Hours’",1872,"Burne-Jones, Sir Edward Coley, Bt",1925,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00070_8.jpg","A00070"
1870,47,"#D9D9CE","Study of a Female Head for ‘The Hours’",1872,"Burne-Jones, Sir Edward Coley, Bt",1925,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00070_8.jpg","A00070"
1870,48,"#BCBCB0","Study of a Female Head for ‘The Hours’",1872,"Burne-Jones, Sir Edward Coley, Bt",1925,"Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00070_8.jpg","A00070"
1870,49,"#4E4732","View from the Front of St John Lateran, Rome",1870,"Carlisle, George Howard, Ninth Earl of",1944,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05460_8.jpg","N05460"
1870,50,"#AB9876","View from the Front of St John Lateran, Rome",1870,"Carlisle, George Howard, Ninth Earl of",1944,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05460_8.jpg","N05460"
1870,51,"#BEA884","View from the Front of St John Lateran, Rome",1870,"Carlisle, George Howard, Ninth Earl of",1944,"Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05460_8.jpg","N05460"
1870,52,"#444039","My Mother",1874,"Storey, George Adolphus",1912,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02861_8.jpg","N02861"
1870,53,"#9F835E","My Mother",1874,"Storey, George Adolphus",1912,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02861_8.jpg","N02861"
1870,54,"#D5A36C","My Mother",1874,"Storey, George Adolphus",1912,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N02/N02861_8.jpg","N02861"
1870,55,"#444039","Tantalus",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Tempera on paper","http://www.tate.org.uk/art/images/work/N/N03/N03142_8.jpg","N03142"
1870,56,"#9F835E","Tantalus",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Tempera on paper","http://www.tate.org.uk/art/images/work/N/N03/N03142_8.jpg","N03142"
1870,57,"#D5A36C","Tantalus",1870,"Burne-Jones, Sir Edward Coley, Bt",1916,"Tempera on paper","http://www.tate.org.uk/art/images/work/N/N03/N03142_8.jpg","N03142"
1870,58,"#A2937B","The Remnants of an Army",1879,"Butler, Elizabeth",1897,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01553_8.jpg","N01553"
1870,59,"#6D5D4B","The Remnants of an Army",1879,"Butler, Elizabeth",1897,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01553_8.jpg","N01553"
1870,60,"#CEBB9E","The Remnants of an Army",1879,"Butler, Elizabeth",1897,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01553_8.jpg","N01553"
1880,1,"#333226","Mother Teaching Child",1881,"Gilbert, Sir Alfred",1931,"Marble","http://www.tate.org.uk/art/images/work/N/N04/N04586_8.jpg","N04586"
1880,2,"#9DA294","Mother Teaching Child",1881,"Gilbert, Sir Alfred",1931,"Marble","http://www.tate.org.uk/art/images/work/N/N04/N04586_8.jpg","N04586"
1880,3,"#D0D2C8","Mother Teaching Child",1881,"Gilbert, Sir Alfred",1931,"Marble","http://www.tate.org.uk/art/images/work/N/N04/N04586_8.jpg","N04586"
1880,4,"#584D3C","‘Incorrigible!’",1883,"Keene, Charles Samuel",1976,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T02/T02087_8.jpg","T02087"
1880,5,"#D7CBB8","‘Incorrigible!’",1883,"Keene, Charles Samuel",1976,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T02/T02087_8.jpg","T02087"
1880,6,"#A59882","‘Incorrigible!’",1883,"Keene, Charles Samuel",1976,"Ink on paper","http://www.tate.org.uk/art/images/work/T/T02/T02087_8.jpg","T02087"
1880,7,"#90A190","Le Bec du Hoc, Grandcamp",1885,"Seurat, Georges",1952,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N06/N06067_8.jpg","N06067"
1880,8,"#BFD1D0","Le Bec du Hoc, Grandcamp",1885,"Seurat, Georges",1952,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N06/N06067_8.jpg","N06067"
1880,9,"#686459","Le Bec du Hoc, Grandcamp",1885,"Seurat, Georges",1952,"Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N06/N06067_8.jpg","N06067"
1880,10,"#B5986F","Self-Portrait, Seated",1885,"Keene, Charles Samuel",1976,"Graphite on paper","http://www.tate.org.uk/art/images/work/T/T02/T02088_8.jpg","T02088"
1880,11,"#BE9F74","Self-Portrait, Seated",1885,"Keene, Charles Samuel",1976,"Graphite on paper","http://www.tate.org.uk/art/images/work/T/T02/T02088_8.jpg","T02088"
1880,12,"#9D805B","Self-Portrait, Seated",1885,"Keene, Charles Samuel",1976,"Graphite on paper","http://www.tate.org.uk/art/images/work/T/T02/T02088_8.jpg","T02088"
1880,13,"#767269","Cain and Abel",1881,"Leighton, Lord Frederic",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00731_8.jpg","A00731"
1880,14,"#E5DFD2","Cain and Abel",1881,"Leighton, Lord Frederic",1924,"Wood engraving on paper","http://www.tate.org.uk/art/images/work/A/A00/A00731_8.jpg","A00731"
