"id","description"
2790,"Black Figures seen floating around...moaning heard and children laughing...cold spots and screaming heard. Especially by the end towards the riverbed trail."
2791,"There's cold spots. Voices saying help me and saying peoples names. Rapid footsteps. Spots where there are no sounds and then all of a sudden a whoosh of extremely cold air. Whispering of more than one voice at late night there is thick fog with in the forest and a beam of light within the fog..."
2792,"Many people who live on campus have seen an older woman wearing a white wedding dress walking the halls of there dorm rooms late at night."
2793,"Close to 300 people died there of a plague, and it is haunted by the founder and builder Don Juan Temple, the bathroom is a hot spot of activity with many cold spats around it, and a lady in white has been seen in the Men's bathroom."
2794,"Room 217 -  Several tries more than necessary to turn the television off; on several occasions while sitting on the bed you can feel something or someone tugging at the bedspread; the feeling of being touched by someone's hand at the top of your back as well as the sense of a presence in the room. Very eerie and experienced by several people on different occasions."
2795,"It is said that a male ghost has been seen in the engine room where he was killed while the ship was still in service, there have also been reports of the sound of children playing in the pool; sounds of splashing water in the empty pool area, accompanied by wet feet prints & apparitions around the surrounding pool area. The most accessible haunted area is near door 13 in the engine room, where a young man was crushed trying to escape a fire. Another haunting area is the front desk of what is now the hotel portion of the ship. Sightings include a mysterious woman in white & and a couple walking though the hallway."
2796,"This is the room now closed by management due to unexplained events which occurred to guests. B340 is located in an abandoned area of the ship's long hallway corridor. Lights mysteriously flicker and a very cold feeling surrounds the area. It is also said the door knocks on occasion to those who knock."
2797,"Last year, during the filming of VH-1's ""Random Play"" several crewmembers reported seeing a ghostly figure appear in a fourth story window, lean and out and then disappear. Also, lights would inexplicably turn on and off. Strange cold spots were felt and ""shooting lights"" were seen in hallways."
2798,"Formerly Pabst Blue Ribbon, this complex houses one of largest artist colony in the world. Upon ascending the stairs in the main building leading up to the rooftop, many voices could be heard. It sounds like a hundred muted conversations going on at the same time. The sound of trains and freeway traffic are audible until reaching the rooftop. Once on the roof, even the visible freeway traffic and rail yard is dead silent."
2799,"Late at night or in the morning, teachers and even some students claim that in the main building on the third floor they hear whispers and footsteps behind them and when they look back there is no one there. Also, in the gym during physical education the lights suddenly go on and off. Besides that, the janitor claims that all of a sudden the ropes to climb will move by itself and the volleyball nets outside shake very hard."
2800,"Suva Intermediate School - A Janitor who committed suicide is said to haunt the 2 story building also one the art class there are many cold spots and out of the corner of your eye you can see someone standing"
2801,"The spirit of a young girl by the name of ""Arabella"" haunts the Belmont auditorium. She has reported to follow actors and crew around the stage during rehearsals, flickering lights, moving curtains, turning on and off the faucets in the dressing rooms, and occasionally is heard opening and shutting doors. Legend has it, she is the spirit of a young girl who attended the once ""Private Belmont School for Girls"" during the 1900s and died there shortly after a fire destroyed the school."
2802,"It was a hospital in WWII. Reports include voices at night and cold spots."
2803,"Roosevelt High School - R Building - biggest from all the rest and the building is 3 stories high and it long, a couple decades ago the building wasn't 3 stories high it was four and it was to believe that there was a fire and some student died...here's the story, three students were in a class room and it was a dance night in Roosevelt and one of the students was spying on his girlfriend because he believed that she was cheating on him, so he was just looking out the window down into the other students, and his other friends the one's inside the classroom with him left and one of them was smoking a cigarette and when he was going out the door he threw the cigarette in the trash and the whole floor burned and one student died the one that was looking out the window and that's what people believe that cause the fire...now to this day teachers claim that when they stay late at night in the 3rd floor of the ""R"" building they will hear footsteps, doors opening and closing and TV's turning on and off by themselves and the same with the auditorium it's apart of the ""R"" building as well...some students will say that they'll hear claps and whispers when trying to skip classes eventually run out of there."
2804,"Our Lady of Talpa Catholic School - In the school's auditorium you can hear footsteps and movement from behind the stage curtains. In the hallways and bathrooms you can also hear footsteps like someone is running only to look and no one is there. It is said that a Nun who was a teacher there died during one of her classes of heart attack or old age. She played the piano and sometimes the piano in the auditorium will play on its own."
2805,"In the phase two section of the dorms at CSULA, there is a storage room that is haunted. Once a room till the year 1999 it is has been known to emanate loud moans and screams, as well as residents in that dorm and the dorm next door, being disturbed at all hours of the day and night by persistent knocking and voices. The ghost of a blonde lady has been seen in the area and has been known to ask residents of ""her"" dorm ""Do you think I would not know."" The story goes that she came in to find her roommate sleeping with her boyfriend, distraught and emotionally exhausted from midterms she hanged herself in the hallway directly outside her roommates room for an eerie surprise."
2806,"ARCO Refinery - Dark figures walking around, valves turning by themselves. In the early years of the refinery, when safety was not emphasized and the refinery was a much more dangerous place to work, many have perished and died."
2807,"The Cold spots near the senior patio. In the Yearbook/Newspaper room, the staff has heard noises on floor above them, even though they were the only ones on campus. The yearbook newspaper room used to be a chapel (still has the stained glass windows), said to have a negative energy in the room. School was built over a graveyard. Coffin nails are still being found in the football field. When it rains, there is a spot on the field that never gets wet. Strange occurrences during theatre productions held in the gym have also been reported, including a chair flying across the floor."
2808,"Apartment on Centennial St - Footsteps in the living room -doors opening with out the wind blowing and noises by the baby's crib and it feels like someone is standing right next to you when your sleeping in the living room by yourself."
2809,"Puente Hills Mall - Reports of phenomenon happen inside the corridors. Voices being heard during the graveyard shifts. Lights flickering on and off during the night hours. Noises coming from the ceiling like someone was climbing threw the air shafts. Cold spots inside some of the corridors. A suicide happen in 2004 in the lower level women's restroom by Sears. She shot herself in the head. Sightings of a dark image inside the corridors and restroom's mirror where the suicide took place. AMC theaters sightings of children seen running thru the walls. Robinsons May motion censers security alarm goes off for no apparent reasons. We thought it was mice or rats running around. Exterminator was hired. He said there were no signs of rats or mice inside."
2810,"In the 1960s a man fell off the top floor of the sports complex to his death. Many people thought that he had been pushed, but the court ruled it an accidental death. On night games towards the end of the game an apparition of a man is seen on the top floor of the complex as well as the sounds of screaming and a loud CRUNCH."
2811,"This library opened in 1924,Over the years several ghost sightings have been witnessed by numerous people. A ex worker there once spotted a translucent male floating near the old fireplace. Ghostly whispers can sometimes be heard in the men's room. Cold spots can be felt near the occult section and fireplace."
2812,"Cabin The First Interstate Bldg. (now called the AON building) - The building on Wilshire burned down on may 4, 1988. An engineer was riding the elevator when the doors opened on the 12th floor, the place where the fire was taking place. When they found his body it was shriveled and burnt. Janitors have reported hearing noises and lights switching on and off on the eleventh floor as well as the 32nd floor. Also, a couple of people committed suicide by jumping off the top. One man jumped 'cause his wife left him. Another lady a couple of years back, in the 90's. Her intestines were hanging off the trees. But many claim the entire building is damned."
2813,"Throughout the park there have been sightings dating back to before Dodger Stadium and even before the 110 Fwy went through there. Many families lived and died in the hills and valleys in this green area just north of downtown L.A. The story of the White Lady is about a woman who drowned her children in the river and wanders the park crying for them. Other versions of the White Lady story include visions of headless dogs near the sighting of the White Lady. Human figures have seen entering the tunnel under the 110 fwy at Solano Ave., but not emerging on the other side. In the Lodge area light flicker along the hillsides. Street lights often go on and off when couples park under them at night and talk about the spirits in the park. Elysian Park hosts Dodger Stadium which removed many long time residents whose families dated back to colonial times. The anger of these forcefully r emoved families or the return of spirits to the beauty of the area are the fuel for the legends. On the eastside of the park there was a cemetery that was dug up for the construction of the 110 and Cathedral High School which has its own stories of unexplained events."
2814,"in the rotunda shadows have been seen and cold spots have been felt. A number of students felt the urge to jump off the 3rd floor balcony ""when I walked past the entrance to the 3rd floor balcony, I felt the sudden urge to brake through the gate and jump off"". two people killed by hanging themselves and jumping off. Cold spots have also been felt and light flicker in the auditorium. One person died falling off fixing lights."
2815,"Sometimes the elevator will stop on certain floors for no reason. When the doors open no one is there. Strange sounds throughout the hallways and in the rooms. Televisions turn on in the middle of the night by them selves and will not shut off."
2816,"This school is haunted by a former student who died when she fell off a balcony on the fourth floor overlooking the quad. Some students claim that if you go to the balcony today and look down on the quad, you will feel the presence of someone standing next to you. If you look over quickly, you will catch a glimpse of the dead girl staring down--before she disappears."
2817,"The stage in the auditorium. -  Strange shadows and feelings."
2818,"this old park known to a lot of people is known for its tragedy history. History has it that previous owners of the park were dying mysteriously. Today the parks camp road has been closed because of strange happenings. Some people report to see sacrifices and other witch like ceremonies been held there. but when they go the next day they would find no sign of such happenings."
2819,"Franklin High School - The ghost of a deceased student haunts the auditorium and the surrounding classrooms. The student had died in the 50's and continues to be heard and seen by faculty and students alike. loud unexplained noises are heard."
2820,"It is a abandoned Mansion of the magician Houdini. Many people say it is haunted and have heard footsteps on the large stairs of Houdini's Mansion. Many apparitions of a man walking also is seen through pictures."
2821,"On Wilshire Boulevard near Vermont. Now part of the Southwest Law School, the old department store built in 1929 was converted into a law library. A security guard working there during its renovation could hear a little girl's voice crying from the elevator shaft. It was rumored that a man had pushed the girl into the elevator shaft, killing her back in the 1930's. Other strange happenings observed were lights coming on and off, windows and shades being open and closed with no one in the building, and footsteps being heard on the stairway. Some construction workers reported finding secret passageways that lead from Mr. Bullock's penthouse in the building. Several construction workers had quit during remodeling due to unexplained phenomena taking place in the building's clock tower."
2823,"Students believe the fourth floor is haunted because of it being restricted. any info please email Haunted Places- April 2005 Correction – The rumor is that a boy was murdered up there in the 4th floor. On the 3rd floor witnesses would hear noises down the hallway, as if someone was touching the lockers. Like someone was trying to open the locker type noise. When the submitter of this update would go to the 3rd floor they always wondered why the stairs that lead to the 4th floor would be caged shut. While they attended that school, not once had they ever seen the stairs that lead to the 4th floor ever cleaned. The 3 yrs they attended the same filth would be there. The school was built sometime in 1936."
2825,"Walnut - City Of Indusry - St. Mary's Catholic School - Since the school doubled as an orphanage, the kids also lived there. When the school was running, kids played in the small field behind the school. One night, a couple of kids (unknown how many) snuck out of their beds and went outside to play. Then the next day the nuns found the kids dead outside. No one knows how they died (or some make up stories) But if you go there at night you can hear running inside the building and the sounds of swings and other children's toys moving. The are also devil worshipers who write anti-christ slurs on the walls in blood which can be found through out the school. There is also a story that someone was killed in the bathroom facilities behind the school either by gang members or devil worshipers. You can see the handprints in blood and other stains in side the backrooms."
2826,"According to security guards, a woman was shot by her husband because she was sleeping with other men. She is now a very active spirit supposedly begging men who visit the building that see her to (to put it nicely) have sex with her as well as playing with the electrical system. Contractors doing work at the site have left in fear and never come back."
2827,"in the uphill campus for the boys locker room is haunted. The lights go on and of then turn of. The door goes slam and is look but from the inside. Some times the locker open and close by themselves. Last seen in yr 2001-2002."
2828,"Lincoln High School - Underneath the school there are tunnels where they used in case of bombs in the early 1900's. In the 1960's a mother of one of the black panthers hid her black panther son there for 3 years. In those tunnels there is an abandoned shooting range and you hear those guns going off during school hours. And early in the morning around 6:30 when the hall lights are off you see student apparitions in the distance of the oldest building there."
2829,"Many strange occurrences have been reported over the years. Apparitions of different beings show up in the lounge on the 18th floor & in the parking garage accompanied by feelings of terror, strange smells & sounds. Rumor is that the front office is curse - 6 suicides of people who worked in the front office since the hotel opened in 1972."
2830,"Security Officers report of Haunting on the 2,3,4,27 and 28th floors. The 2nd floor is the scariest; the whole floor is in marble. There are noises coming from many directions and there always feels like someone is watching you. Security Officers have reported seeing apparitions in this area. The 3rd and 4th floor always seem as though someone is with you as you walk. The 27th floor ""Tom Bradley Room"" has paintings of all the Former Mayors of Los Angeles. There is one painting located in the back Hallway that is really eerie. The painting was done in the late 1800 to early 1900. This painting looks like a regular photograph and the man in side the painting seems to watch you with his eyes. This painting is extremely life like. On the 28th floor, there seems to be lot of energy. CCTV cameras have picked up human figure images. It has been believed the at one tim e or another that City Hall housed a morgue. All occurrences have happened between the hours of 0130-0500 am, but be advised the building is closed to the public at these hours."
2831,"The Little Rascal's dog Petey, Hop along Cassidy's Horse and Mary Pickford's dog are all interred here. However, the dead animal that does the most haunting here is Kabar, a Great Dane that belonged to Rudolf Valentino. The dog died in 1929 but it's playful phantom is still reported panting or licking people that wander near it's grave."
2832,"There is a man who sings to Frank Sinatra songs wandering the theatre, sometimes he opens and closes the elevator door or sits in the audience section clapping unexpectedly. Usually he is around, students and teachers have said to feel his presence moving around."
2833,"Reported noises and movement at night in the field house. A classroom, which used to be a dormitory for students in the 60's, is haunted by a student who killed himself in a trap door located on the ceiling of the room. Students and even the teacher who uses the room report an eerie presence there. The living quarters for the Jesuits is reportedly visited by an apparition of a nun. The school itself is over 150 years old."
2834,"The Strub Theatre - Said to be haunted by an old lady who sits in the back of the house watching the stage. Several actors have seen her in the audience while performing on stage and stage managers, while locking up the theatre after rehearsals or productions. have reported seeing her staring intently at the stage."
2835,"Rains Hall students have reported seeing strange apparitions as well as the ghost of a girl who died there from heart complications in 1998."
2836,"The school's print shop believed to be haunted by the ghost of its first print shop teacher who worked there for over 40 years. Students have felt someone looking over their shoulder as they worked developing film in the darkroom. Witnesses have seen a man out of the corner of their eye, standing outside the darkroom near the film drying area."
2837,"AMC theater 20 - Little children and screams have been reported."
2838,"There is a total of three ghosts here at Neutrogena. The original founders wife was shot execution style here and so was his son. Workers and security officers working late nights will see a woman in a white dress walking around, a child playing in the factory and running (there are no children allowed in the buildings due to the hazards), and a strange growl."
2839,"Erdman Hall - A room in the center, front side of the of the 2nd floor of the Erdman Residence Hall at Occidental College is haunted by two spirits. One of a young person, who plays friendly tricks on the living in order to solicit their attention and friendship. The playful spirit has been known to turn the water faucets on and off (not a plumbing problem - the knobs have been seen turning on their own), the lights are tuned on and off, the chain on the door is taken on and off, and written messages are found on the walls. The other spirit is a dark and heavy presence that resides in one of the room's two closets. This dark being can be felt late at night typically when a person is trying to sleep - it has been described as a large dark man who stands by the door and watches as you sleep. It is clearly not friendly, but it does no more than make its presence felt. No explanation has been offered as to the source of these spirits, but they are accompanied by a few other manifestations in other parts of the building (but are concentrated in this particular room)."
2840,"Newcomb Hall - Years ago, a student who had been having problems being away from home sank into a deep depression. She hung herself inside the dorm on the second floor. Strange things setting of alarms and presence felt."
2841,"There have been reports of a woman with red heels walking down an empty hall on the 2nd floor. Students get the urge to climb the roof stairs and jump off the roof; a 5th grader did this in the 70s. Lights turn on and off inexplicably, and laughter is heard in the auditorium girls' bathroom."
2842,"A warehouse worker that died while working in the bypass section in the warehouse haunts Qantas Freight. There have been numerous witnesses that claim to have seen his ghost working normally and when approached he turns around and his face and hands are bloody and mangled. The workers report the stranger to the managers and when they look for him he disappears. Many graveyard shift workers claim that he appears mostly in the cooler room checking the human remains section."
2843,"Mostly strange sounds in the rooms and the feeling of being followed and watched."
2844,"""R"" Building - Most of the staff members and student have reported that strange noises can be heard in the a auditorium and lights go off and on when no one is there!"
2845,"Ghost seen sitting in the seats."
2846,"Reports of a residual scene of a murder happening - A woman running, a man running after her, when they reach the edge of the over pass he grabs her to strangle her and throws her over."
2847,"When the school was first being built, and there, kids and students use to come and hang out at night on the soccer field that was there. A girl was raped, her tongue cut out and murdered. It is said on nights in September and October, she has been seen her wandering the soccer field, trying to scream and call gut the names of her attackers, and that if any males wander down to the filed on nights she is out, they will go mute while on the field."
2848,"Reports of doors opening and closing on their own, low moaning sounds emitted from empty rooms, and ropes hanging from a pipe in a bathroom stall (where a student allegedly hung himself). There has also been sightings of a glowing clown like apparition."
2849,"Lemon Ave - The Lady was killed by car accident you can see her crossing the street by 9:00PM through 3:00 AM."
2850,"It is said that 3 ghost haunt the school. There is a young man believed to be 16-18 haunting the school. Back in the 70's the boy was playing basketball for his PE class, as he went up for a shot someone took his legs out from under him and he crushed his skull and broke his neck. Late at night after hours you can hear the young man playing and you can encounter a ghostly figure walk up to you and ask "" Do u got game ""? then laugh and disappear. The other two ghosts seem to be a couple. They are seen all over the school every now and then. They will disappear when see by other people. The couple will follow and mess with you until you leave."
2851,"Dykstra Hall - Supposedly there is a lively spirit still hovering over the third floor of the dormitory, where a couple of years ago a young student (overwhelmed by life) committed suicide by hanging himself in the dormitory closet. It is said that the kid killed himself across from one of the restrooms, where creepy noises can be heard during the night."
2852,"A running figure can be seen along the track of the high school. This person was said to be running at a time late at night when some gang members saw him, and chased him with their car, killing him. Now this runner haunts the track. Another haunting at Wilson is in one of the dark rooms in the photography class, reports of being pushed around and even locked in the room. Also, a figure of a football player sitting on the bar near the docks can be seen, it has been said that after a game, he was sitting there, and fell back about 8 feet, hitting his head and killing him. Reports of the apparition of a boy seen sitting from a window he was pushed from."
2853,"The vaudeville-era Palace at 6th and Broadway is said to be extensively haunted by spectral stage workers and theatre guests. One of the seats near the front of the house supposedly is haunted by a man who was shat there when discovered out on a date with the wrong woman. Two old stage hands bicker in the wings. When a show stinks, the spirits make their opinion known by lobbing invisible rotten eggs at the stage. Ghost hunters have identified nearly two dozen individual hauntings in the building. There is some mischievous activity, but nothing particularly scary."
2854,"Dykstra Hall - Dykstra 10th floor showers turn on by themselves. Not a drip, but a full force shower, when no one's in the shower area. Residents will turn them off, and they'll turn back on. RAs have been sent to investigate and the problems were reported to Facilities who didn't find anything wrong with the showers."
2855,"Venice high school - it has been said that auditorium lights and sound turn on by themselves sometimes while events are taking place also screams being heard in the control room also the place gets very cold sometimes the auditorium and the school itself has a long past history of many events and the decor itself of the auditorium is very eerie old style just a weird feeling when you walk in there when empty it has been said that in fact there is an entity haunting the place."
2856,"Westminster Ave. Apartment Bldg. - Charlie Chaplin used to own several of the large buildings that sit near or along the famous Venice Beach Boardwalk in Los Angeles. In the day, these buildings were commonly used as bath houses or lodging for wealthy vacationers. Today, these buildings have been converted to apartment buildings for the local artists, musicians, and other creative types that now inhabit Venice Beach. Incidentally these buildings cradle around the famous Building Number 26 on Westminster Ave. It has been documented in print as well as Chaplin's films that during the early 1900's he did much of his filming in and around these properties on Westminster Avenue. In 1915, during the filming of ""By the Sea"" Chaplin's stunt double mysteriously disappeared from the film set. Production was put on hold for three days and a full on man-hunt was instated. After tur ning up empty-handed, it was assumed that the long time friend of Chaplin's must have quit and left on his on recognizance. The studios that were financially backing the film, were losing money. Under haste, Chaplin was forced to replace his stunt double and continue production of the film. On the seventh day after the disappearance, Chaplin returned to his dressing room after a day of shooting. His dressing room was located in the basement of the now famous Building number 26 on Westminster. It is documented that Chaplin, while accompanied by an entourage, entered the room to discover his stunt double and long time friend lying dead on the floor, wet and covered in seaweed. The man appeared to have been deceased for several days. How he had ended up on the floor of Chaplin's dressing room after missing for almost an entire week, is still to this day a complete mystery. The ""now"" inhabitants of the famous building claim to still hear strange noises emanating from th e walls of somebody walking through shallow water. Other noises include moaning, and sounds of someone distantly crying for help. In addition to the assortment of disturbing sounds, there have been several sightings of what appears to be an apparition of a man bound by the hands and feet standing in luminous corners of the large building. Quite possibly the most blood curdling detail of all these sightings is what the man is seen wearing. He's dressed the same way he was the day he disappeared. A Chaplin-esque tuxedo coat with tails and the proverbial black derby hat."
2857,"the elevators, operate by themselves... there are terrible odors in the third floor, the smell of sick people. cold spots, and sudden chills. In the crematory there's lack of air, its very dry and eerie when you walk in."
2864,"In the year of 2003, a young man of the age 20 was brutally killed while he was riding his bicycle, in the daylight time. During the day and night people have reported seeing a man riding his bicycle and disappearing in a distance of about 15 feet away from them, also in the same place he was found death people have seen a young men laying down asking for help suddenly he disappears."
